C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,Ms
0.6,0.52,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0
0.44,0.58,0.23,1.26,1.4,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.5
0.19,1.79,0.2,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0
0.08,0.58,0.68,6.31,0.29,0.51,0.04,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.015,707.0
0.07,1.35,0.29,0.0,0.0,0.0,0.08,0.0,0.036,0.0,0.0,0.025,0.0,0.0,0.006,731.0
1.11,0.65,0.3,0.12,0.05,0.05,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,450.0
0.19,1.59,0.2,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0
0.0,0.0,0.0,0.0,30.92127,0.0,2.46767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.15
1.07,0.32,0.31,2.05,0.17,0.18,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,518.0
0.11,0.44,0.37,12.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,623.15
0.38,0.79,1.37,0.16,0.16,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,628.0
0.0,0.0,0.0,0.0,31.13634,0.0,0.0,1.06982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.15
0.2,0.61,0.23,1.65,2.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0
0.38,0.2,0.18,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
0.41,0.84,0.34,0.35,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0
0.11,0.35,0.22,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0
0.07,1.09,0.37,0.0,0.0,0.0,0.08,0.0,0.0012,0.0,0.0,0.0,0.015,0.0,0.009,733.0
0.013,0.0,0.0,0.0,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,663.7
0.35,0.83,0.39,0.35,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0
0.45,1.04,0.35,1.22,0.05,0.05,0.13,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,565.0
0.0399,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0
0.1,0.49,0.24,2.43,0.0,1.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,713.0
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.0,723.0
0.38,0.64,0.23,0.99,0.08,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,633.0
0.004,0.03,0.075,0.0,21.78122,3.19458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,374.81667
0.3,0.64,0.22,1.01,0.11,0.24,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,658.0
0.5,0.78,0.4,0.52,0.48,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,573.0
0.75,0.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0
0.31,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,663.0
0.06,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0
0.21,1.52,0.4,0.0,0.07,0.0,0.13,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.019,683.0
0.11,0.96,0.22,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.08,0.0,0.029,0.0,0.0057,728.0
1.2,0.52,0.28,0.07,5.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0
0.24,0.0,0.0,0.02,4.96,4.03,0.0,15.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0
0.38,1.63,0.3,0.02,0.01,0.12,0.07,0.0,0.021,0.0,0.01,0.0,0.0,0.0,0.0,644.0
0.004,0.03,0.075,0.0,22.40143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43807,0.0,0.002,463.70556
0.18,0.75,0.25,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0
0.34,0.71,0.22,0.14,2.52,0.42,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0
0.06,1.7,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,710.0
0.51,0.72,0.27,0.94,0.15,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,690.15
0.1,0.47,0.28,1.32,2.34,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.046,0.0,0.0,673.0
0.2,0.51,0.33,11.8,0.49,1.0,0.31,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,573.0
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,533.66667
0.09,1.01,0.32,0.52,1.49,0.52,0.05,0.0,0.055,0.0,0.25,0.0,0.0,0.0,0.0,726.0
0.08,0.49,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.27,1.35,0.24,0.45,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0
0.8,0.0,0.0,4.0,0.0,0.75,2.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,463.0
0.23,0.52,0.25,0.2,5.35,0.27,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0
0.51,0.73,0.0,0.99,2.74,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0
0.37,0.85,0.25,1.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0
0.11,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0
0.47,0.82,0.35,1.2,0.04,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,571.5
0.36,0.65,0.25,1.05,1.05,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0
0.2,0.7,0.25,12.0,0.65,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0
0.36,0.928,0.46,0.684,0.687,0.26,0.07,0.0,0.006,0.06,0.064,0.002,0.001,0.0,0.002,613.0
0.004,0.03,0.075,0.0,22.40813,0.0,0.40833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,458.15
0.19,1.55,0.32,0.0,0.57,0.0,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.017,715.0
0.004,0.03,0.075,2.20049,22.00489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,363.70556
0.41,0.99,0.26,1.06,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0
0.15,0.36,0.44,2.24,0.09,0.85,0.0,0.0,0.097,0.0,0.23,0.0,0.01,0.0,0.0,698.0
0.57,0.65,0.31,0.75,2.35,0.41,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,518.0
0.3,0.4,0.3,0.86,3.2,0.4,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,593.0
0.46,0.34,0.27,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.93
0.26,0.7,0.25,1.05,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0
0.68,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0
0.3,0.8,0.25,0.5,0.55,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0
0.36,0.17,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0
2.25,0.0,0.0,11.5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0
2.08,0.39,0.28,11.48,0.31,0.02,0.04,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,457.0
1.01,0.5,0.3,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0
0.12,0.4,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0
0.24,0.52,0.27,0.05,2.1,0.32,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,643.0
0.81,0.41,0.31,4.11,0.0,4.27,1.51,5.22,0.0,5.46,0.0,0.0,0.0,0.0,0.0,444.0
0.07,1.49,0.49,0.12,0.57,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0
0.33,0.65,0.3,1.15,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.21,0.55,0.29,0.07,1.84,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,653.0
1.12,0.48,0.24,14.55,0.2,4.01,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0
1.02,0.36,0.0,1.41,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0
0.22,2.0,0.1,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0
0.34,1.06,0.2,0.23,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0
0.44,0.6,0.22,1.19,0.24,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0
0.007,0.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,663.7
0.24,0.8,0.2,0.5,0.55,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0
0.0,0.0,0.0,0.0,30.80114,0.0,1.86327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.15
1.0,0.52,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0
0.55,0.58,0.43,0.79,0.2,0.42,0.0,0.0,0.025,0.0,0.19,0.0,0.0,0.0,0.0,548.0
0.37,0.85,0.37,0.74,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0
0.62,0.64,0.67,0.6,1.79,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0
0.09,0.59,0.57,2.0,0.0,0.56,0.37,0.0,0.0,0.41,0.0,0.0,0.18,0.0,0.0,718.0
0.21,1.52,0.4,0.0,0.07,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.019,685.0
0.83,0.32,0.25,3.89,0.0,4.3,1.3,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,450.0
0.4,0.78,0.0,1.25,0.0,0.53,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0
0.4,0.84,1.5,0.74,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0
0.2,0.58,0.31,0.0,2.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,564.0
0.004,0.03,0.075,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,347.03889
0.18,0.57,0.0,0.31,0.31,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
0.4,0.75,0.35,0.0,4.43,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0
0.69,1.41,0.7,0.05,0.03,0.0,0.19,0.0,0.005,0.0,0.03,0.0,0.0,0.0,0.007,485.0
0.36,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0
0.25,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0
0.39,0.89,0.48,0.95,0.68,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0
0.47,0.82,0.35,1.2,0.04,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,570.0
0.12,0.5,0.2,0.9,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0
0.37,0.58,0.41,16.2,0.53,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0
0.1,0.35,0.23,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0
0.14,0.46,0.23,2.28,0.21,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0
0.39,0.84,1.49,0.73,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
0.33,0.84,0.0,1.05,0.0,1.07,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0
0.12,0.65,0.26,1.16,0.01,1.02,0.26,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,738.0
1.06,0.33,0.32,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0
0.42,0.68,0.18,0.81,1.74,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.81667
0.15,1.52,0.26,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,693.0
0.41,0.76,0.32,0.77,3.59,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0
0.15,0.53,0.26,1.04,0.11,1.05,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,673.0
0.38,0.8,0.3,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0
0.38,1.14,1.05,0.23,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.85714
0.32,0.61,0.28,0.63,3.22,0.22,0.025,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,581.0
0.32,0.76,0.3,1.08,0.26,0.02,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,623.0
0.17,1.75,0.2,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.038,686.0
0.42,0.85,0.25,1.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0
0.16,0.8,0.2,0.85,1.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0
0.55,0.78,1.62,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0
0.29,1.67,0.26,0.12,0.21,0.04,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,573.0
0.18,1.3,0.36,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,703.0
0.93,0.71,0.38,1.7,2.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0
0.07,1.49,0.26,0.0,0.0,0.25,0.08,0.0,0.036,0.0,0.0,0.042,0.0,0.0,0.003,703.0
0.15,0.92,0.28,0.04,0.08,0.46,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
0.19,1.55,0.32,0.0,0.57,0.0,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.017,712.0
0.34,0.65,0.25,1.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0
0.0168,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.9
0.22,1.25,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.004,0.03,0.075,0.0,22.36581,0.59642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,435.92778
0.17,1.54,0.44,0.01,0.02,0.47,0.14,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.006,732.0
0.0,0.0,0.0,3.0219,18.79761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.15
0.4,1.39,1.37,0.76,1.34,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0
0.55,0.5,0.87,0.1,0.1,0.55,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0
0.11,0.85,0.31,0.51,1.3,0.48,0.03,0.0,0.0,0.0,0.27,0.0,0.077,0.0,0.0,752.0
0.32,0.86,1.54,1.01,0.51,0.49,0.07,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.022,608.0
0.12,0.47,0.31,2.16,0.16,0.88,0.17,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,654.0
0.48,0.86,0.25,0.98,0.18,0.04,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,557.0
0.42,0.4,0.32,1.56,4.34,0.44,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,528.0
0.09,0.45,0.25,0.1,9.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,612.0
0.1,2.0,1.09,1.8,0.0,0.65,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0
0.13,0.5,0.2,0.85,3.4,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0
0.8,0.0,0.0,4.0,0.0,0.75,2.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,460.0
0.69,1.41,0.7,0.05,0.03,0.0,0.19,0.0,0.005,0.0,0.03,0.0,0.0,0.0,0.007,486.0
0.15,0.38,0.2,1.16,4.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0
0.6,0.85,1.9,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0
0.39,0.75,0.26,0.94,0.19,0.03,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.01,660.0
0.09,1.05,0.21,0.0,3.32,0.02,0.0,0.0,0.011,0.0,0.2,0.0,0.001,0.0,0.0174,714.0
0.12,0.7,0.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0
0.96,0.55,0.32,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0
0.37,1.45,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0
0.42,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0
0.44,0.8,0.22,1.04,0.26,0.04,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,628.0
0.27,1.35,0.24,0.45,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0
0.24,0.9,0.3,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0
0.28,0.36,0.11,2.57,0.04,0.03,0.35,0.0,0.0,8.88,0.0,0.0,0.0,0.0,0.0,693.0
0.48,0.86,0.25,0.98,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.5
0.16,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0
0.17,0.84,0.54,0.89,0.05,0.4,0.01,0.0,0.031,0.0,0.07,0.0,0.0,0.0,0.008,719.0
0.59,0.85,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
0.12,0.55,0.68,2.05,0.0,0.55,0.32,0.0,0.0,0.32,0.0,0.0,0.08,0.0,0.0,673.0
0.55,0.9,1.0,0.4,2.75,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
0.5,0.34,0.32,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.59444
0.72,0.35,0.2,0.28,0.06,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,538.0
0.95,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0
0.64,0.85,0.29,0.24,0.19,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.59444
0.22,0.83,0.24,0.54,1.06,0.51,0.0,0.0,0.029,0.0,0.3,0.0,0.0,0.0,0.0,673.0
1.16,0.3,0.57,1.79,0.71,0.27,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,423.0
0.11,1.23,0.31,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,727.5
0.76,0.41,0.2,0.13,2.5,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,473.0
0.11,0.43,0.23,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0
0.3,0.8,0.0,0.55,0.54,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0
0.22,1.45,0.3,0.98,0.01,0.45,0.03,0.0,0.044,0.0,0.01,0.0,0.0,0.0,0.0,618.0
0.0,0.0,0.0,0.0,20.73241,0.0,0.0,0.0,0.0,0.0,2.89595,0.0,0.0,0.0,0.0,512.15
0.0,0.0,0.0,0.0,20.97933,0.0,0.0,0.0,0.78119,0.0,0.0,0.0,0.0,0.0,0.0,547.15
0.28,0.59,1.25,0.92,0.05,0.22,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,623.0
0.4,1.42,1.51,0.76,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0
0.4,0.84,0.27,1.23,1.75,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.5
0.11,0.5,0.3,0.64,1.59,0.1,0.03,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,677.0
0.02,0.0,0.0,0.0,15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.8
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.25
0.1,0.35,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0
0.16,1.4,0.25,0.2,1.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0
0.11,0.42,0.23,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,715.0
0.11,0.87,0.27,12.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,410.0
0.15,0.92,0.0,0.5,0.88,0.46,0.06,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,673.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,173.15
0.11,0.74,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.005,709.0
0.33,1.48,0.18,0.16,0.26,0.27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,613.0
0.43,0.9,0.23,0.27,0.23,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.26111
0.3,0.69,0.38,0.78,1.79,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0
0.38,0.68,0.29,0.0,3.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0
0.19,1.0,0.04,0.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0
0.22,1.45,0.3,0.98,0.01,0.45,0.03,0.0,0.044,0.0,0.01,0.0,0.0,0.0,0.0,617.0
0.0,0.0,0.0,0.0,19.01689,0.0,0.0,0.0,0.0,0.0,1.57532,0.0,0.0,0.0,0.0,556.15
0.16,1.2,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0
0.97,0.48,0.4,4.58,0.0,1.04,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
0.4,0.6,0.25,1.2,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
0.12,0.7,0.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
0.5,0.75,0.35,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0
0.2,1.46,0.34,0.12,0.1,0.02,0.14,0.0,0.03,0.0,0.19,0.0,0.0,0.0,0.012,673.0
0.4,0.57,0.0,0.0,3.49,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0
0.36,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0
0.22,0.5,0.3,0.0,2.8,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0
0.41,0.48,0.09,0.17,1.75,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0
0.21,1.52,0.4,0.0,0.07,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.019,690.5
0.28,0.7,0.47,5.25,0.0,0.62,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,673.0
0.34,0.5,0.2,1.8,4.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0
0.17,0.63,0.25,0.38,2.02,0.13,0.0,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,658.0
0.41,0.48,0.13,0.17,1.75,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0
0.14,0.55,0.25,0.6,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
